Title,Year,Budget,Score,Metascore,Genre,Genre1,Genre2,Genre3,Vote,Director,Runtime,Revenue,Description
Resident Evil: The Final Chapter,2016,40000000.00,5.6,49,"Action, Horror, Sci-Fi",Action, Horror, Sci-Fi,69971,Paul W.S. Anderson,107,26830000.00,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse."
Resident Evil: Vendetta,2017, ,6.3,,"Animation, Action, Adventure",Animation, Action, Adventure,8060,Takanori Tsujimoto,97,0.00,"Chris Redfield enlists the help of Leon S. Kennedy and Rebecca Chambers to stop a death merchant, with a vengeance, from spreading a deadly virus in New York."
Resolution,2012, ,6.3,80,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,10236,Justin Benson,93,0.00,"A man imprisons his estranged junkie friend in an isolated cabin in the boonies of San Diego to force him through a week of sobriety, but the events of that week are being mysteriously manipulated."
Restless,2011, ,6.8,47,"Drama, Romance",Drama, Romance,,16499,Gus Van Sant,91,160000.00,The story of a terminally ill teenage girl who falls for a boy who likes to attend funerals and their encounters with the ghost of a Japanese kamikaze pilot from WWII.
Restoration,1995,18000000.00,6.6,66,"Biography, Drama, History",Biography, Drama, History,8178,Michael Hoffman,117,4100000.00,"The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman."
Resurrecting the Champ,2007,13000000.00,6.7,55,"Drama, Sport",Drama, Sport,,19416,Rod Lurie,112,3170000.00,"Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family."
Resurrection,1999, ,6.2,,"Crime, Drama, Horror",Crime, Drama, Horror,8066,Russell Mulcahy,108,0.00,"Chicago homicide detectives John Prudhome and Andrew ""Andy"" Hollingsworth are assigned to investigate a gruesome murder, and both become entangled in the plot of a serial killer whose goal is to recreate the body of Christ."
Retreat,2011, ,5.8,,"Drama, Thriller",Drama, Thriller,,10306,Carl Tibbetts,90,0.00,"Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a Man is washed ashore, with news of airborne killer disease that is sweeping through Europe."
Return of the Killer Tomatoes!,1988, ,5.2,,"Comedy, Horror, Sci-Fi",Comedy, Horror, Sci-Fi,6108,John De Bello,94,0.00,Crazy old Professor Gangreen has developed a way to make tomatoes look human for a second invasion.
Return of the Living Dead III,1993, ,5.9,47,Horror,Horror,,,11871,Brian Yuzna,97,50000.00,"Having recently witnessed the horrific results of a top secret project to bring the dead back to life, a distraught youth performs the operation on his girlfriend after she's killed in a motorcycle accident."
Return of the Living Dead: Part II,1988, ,5.8,45,"Comedy, Horror, Sci-Fi",Comedy, Horror, Sci-Fi,16024,Ken Wiederhorn,89,9210000.00,"Curious kids unearth the barrels that previously helped revive the dead, which proves the second time's an undead charm."
Return to Me,2000,24000000.00,6.9,54,"Comedy, Drama, Romance",Comedy, Drama, Romance,18034,Bonnie Hunt,115,32660000.00,A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.
Return to Oz,1985,27000000.00,6.8,42,"Adventure, Family, Fantasy",Adventure, Family, Fantasy,21807,Walter Murch,113,0.00,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful."
Return to Paradise,1998, ,6.9,54,"Drama, Romance, Thriller",Drama, Romance, Thriller,12618,Joseph Ruben,111,8290000.00,Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.
Return to Sender,2015, ,5.1,23,"Drama, Thriller",Drama, Thriller,,10197,Fouad Mikati,92,0.00,A nurse living in small town goes on a blind date with a man who is not the person he says he is.
Return to the Blue Lagoon,1991,11000000.00,5.1,,"Adventure, Drama, Romance",Adventure, Drama, Romance,16180,William A. Graham,102,2810000.00,"In this sequel to The Blue Lagoon (1980), two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become suntanned teenagers in love."
Returner,2002, ,6.5,36,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,10723,Takashi Yamazaki,116,70000.00,A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.
Revanche,2008, ,7.6,84,"Crime, Drama, Romance",Crime, Drama, Romance,12552,G??tz Spielmann,121,0.00,Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.
Revenge,2017, ,6.3,81,"Action, Horror, Thriller",Action, Horror, Thriller,18928,Coralie Fargeat,108,100000.00,"Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men."
Revenge,1990, ,6.2,,"Action, Crime, Drama",Action, Crime, Drama,14490,Tony Scott,124,15650000.00,"The retired US Navy pilot comes to Mexico, where he falls in love with the wife of a powerful businessman. The consequences will be cruel and unforeseen."
Revenge of the Nerds,1984, ,6.6,44,Comedy,Comedy,,,44407,Jeff Kanew,90,40900000.00,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect."
Revenge of the Nerds II: Nerds in Paradise,1987, ,5,28,Comedy,Comedy,,,12068,Joe Roth,88,30060000.00,"The rising college nerds set out to a convention in Florida, but are not welcomed by the Alpha Beta representatives."
Revenge of the Pink Panther,1978, ,6.7,65,"Comedy, Crime, Mystery",Comedy, Crime, Mystery,17938,Blake Edwards,99,0.00,"To prove that he still is strong and powerful, Philippe Douvier decides to kill Clouseau. Once news of his ""death"" has been announced, Clouseau tries to take advantage of it and goes undercover with Cato to find out who tried to kill him."
Reversal of Fortune,1990, ,7.3,93,"Biography, Drama, Mystery",Biography, Drama, Mystery,12780,Barbet Schroeder,111,15450000.00,"Wealthy Sunny von B?ªlow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
Revolt,2017, ,5.2,,"Action, Sci-Fi, War",Action, Sci-Fi, War,6046,Joe Miale,87,0.00,"The story of humankind's last stand against a cataclysmic alien invasion. In the war-ravaged African countryside, a U.S. soldier and a French foreign aid worker team up to survive the alien...                See full summary?˜??"
Revolutionary Road,2008,45000000.00,7.3,69,"Drama, Romance",Drama, Romance,,172429,Sam Mendes,119,22910000.00,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.
Revolver,2005, ,6.5,25,"Action, Crime, Drama",Action, Crime, Drama,82305,Guy Ritchie,111,80000.00,Gambler Jake Green enters into a game with potentially deadly consequences.
Rex,2017, ,7.1,66,"Biography, Drama, War",Biography, Drama, War,17341,Gabriela Cowperthwaite,116,13410000.00,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.
Rhinestone,1984, ,3.7,,"Comedy, Music",Comedy, Music,,6244,Bob Clark,111,21440000.00,A country music star must turn an obnoxious New York cabbie into a singer in order to win a bet.
Ri??hie Ri??h,1994, ,5.3,49,"Comedy, Family",Comedy, Family,,56508,Donald Petrie,95,38090000.00,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.
Richard III,1995,9200000.00,7.5,,"Drama, Sci-Fi, War",Drama, Sci-Fi, War,12636,Richard Loncraine,110,2600000.00,The classic Shakespearean play about a murderously scheming King staged in an alternative fascist England setting.
Ricki and the Flash,2015,18000000.00,5.9,54,"Comedy, Drama, Music",Comedy, Drama, Music,20208,Jonathan Demme,101,26820000.00,"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family."
Ricochet,1991, ,6.1,,"Action, Crime, Drama",Action, Crime, Drama,14308,Russell Mulcahy,102,21760000.00,A District Attorney is terrorized by the criminal he put away years ago when he was a cop.
Riddick,2013,38000000.00,6.4,49,"Action, Sci-Fi, Thriller",Action, Sci-Fi, Thriller,141219,David Twohy,119,42030000.00,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."
Ride Along,2014,25000000.00,6.2,41,"Action, Comedy, Crime",Action, Comedy, Crime,91070,Tim Story,99,134940000.00,"Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta."
Ride Along 2,2016,40000000.00,5.9,32,"Action, Comedy",Action, Comedy,,46166,Tim Story,102,90840000.00,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product."
Ride the High Country,1962, ,7.5,,Western,Western,,,10602,Sam Peckinpah,94,0.00,An ex-union soldier is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.
Ride with the Devil,1999,35000000.00,6.8,69,"Drama, Romance, War",Drama, Romance, War,12033,Ang Lee,138,630000.00,"During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy."
Ridicule,1996, ,7.5,,"Comedy, Drama, Romance",Comedy, Drama, Romance,6557,Patrice Leconte,102,2500000.00,"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles."
Riding in Cars with Boys,2001,47000000.00,6.5,43,"Biography, Comedy, Drama",Biography, Comedy, Drama,24761,Penny Marshall,132,30170000.00,"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father."
Riding the Bullet,2004, ,5.2,37,"Horror, Thriller",Horror, Thriller,,8354,Mick Garris,98,100000.00,"When a man finds out his mother is dying and tries to hitchike his way to the hospital, he is picked up by a stranger with a deadly secret."
Rien ?˜ d??clarer,2010, ,6.4,,Comedy,Comedy,,,11656,Dany Boon,108,180000.00,A Belge-Francophobe customs officer is forced to team up with a Frenchman during the elimination of the Franco-Belge borders in the 90s.
Rififi,1955, ,8.2,97,"Crime, Thriller",Crime, Thriller,,21987,Jules Dassin,118,60000.00,"Four men plan a technically perfect crime, but the human element intervenes..."
Right at Your Door,2006, ,6.1,57,"Drama, Sci-Fi, Thriller",Drama, Sci-Fi, Thriller,11912,Chris Gorak,96,60000.00,"A dirty bomb goes off in Los Angeles, jamming freeways and spreading a toxic cloud."
Righteous Kill,2008,60000000.00,6,36,"Crime, Drama, Mystery",Crime, Drama, Mystery,79357,Jon Avnet,101,40080000.00,Two veteran New York City detectives work on a case of serial executions of criminals who escaped justice.
Ring,1998, ,7.3,,"Horror, Mystery",Horror, Mystery,,56933,Hideo Nakata,96,0.00,A reporter and her ex-husband investigate a cursed video tape that is rumored to kill the viewer seven days after watching it.
Rings,2017,25000000.00,4.5,25,"Drama, Horror, Romance",Drama, Horror, Romance,31991,F. Javier Guti??rrez,102,27780000.00,A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.
Ringu 0: B??sudei,2000, ,6.1,,"Horror, Thriller",Horror, Thriller,,7438,Norio Tsuruta,99,0.00,"In this prequel to Ring, a young Sadako becomes an actress in hopes of escaping her troubled past. But strange visions and terrifying powers begin to manifest..."
Ringu 2,1999, ,6,,"Horror, Mystery, Sci-Fi",Horror, Mystery, Sci-Fi,11203,Hideo Nakata,95,0.00,"Reiko takes Yoichi into hiding when her son begins to display frightening powers. Meanwhile, Mai Takano and the authorities begin a desperate search for them, as the mysterious Ring curse spreads..."
Rio,2011,90000000.00,6.9,63,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,186155,Carlos Saldanha,96,143620000.00,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
Rio 2,2014,130000000.00,6.3,49,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,69317,Carlos Saldanha,101,131540000.00,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law."
Rio Bravo,1959, ,8,,"Action, Drama, Western",Action, Drama, Western,49307,Howard Hawks,141,12540000.00,"A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
Rio Grande,1950, ,7.2,,"Romance, Western",Romance, Western,,12143,John Ford,105,0.00,"A cavalry officer posted on the Rio Grande must deal with murderous raiding Apaches, his son who's a risk-taking recruit and his wife from whom he has been separated for many years."
Rio Lobo,1970, ,6.8,,"Adventure, Romance, War",Adventure, Romance, War,8924,Howard Hawks,114,9270000.00,"After the Civil War, Cord McNally searches for the traitor whose treachery caused the defeat of McNally's unit and the loss of a close friend."
Ripley's Game,2002,30000000.00,6.6,,"Crime, Drama, Mystery",Crime, Drama, Mystery,16055,Liliana Cavani,110,0.00,A dying family man in need of money is persuaded to assassinate a European crime boss.
Riri Shushu no subete,2001, ,7.7,73,"Crime, Drama, Music",Crime, Drama, Music,7061,Shunji Iwai,146,20000.00,"The problematic lives of teenager students for whom the singer Lily Chou-Chou's dreamy music is the only way to escape an alienating, violent and insensitive society."
Rise,2007, ,4.9,,"Action, Horror, Mystery",Action, Horror, Mystery,10861,Sebastian Gutierrez,97,110000.00,"A reporter wakes up in a morgue and finds herself a member of the undead, before vowing revenge against the sect which put her there."
Rise of the Footsoldier,2007, ,6.9,,"Action, Biography, Crime",Action, Biography, Crime,17753,Julian Gilbey,119,0.00,The life of career criminal Carlton Leach.
Rise of the Guardians,2012,145000000.00,7.3,57,"Animation, Adventure, Family",Animation, Adventure, Family,140635,Peter Ramsey,97,103410000.00,"When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world."
Rise of the Planet of the Apes,2011,93000000.00,7.6,68,"Action, Drama, Sci-Fi",Action, Drama, Sci-Fi,462325,Rupert Wyatt,105,176760000.00,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.
Risen,2016,20000000.00,6.3,51,"Action, Adventure, Drama",Action, Adventure, Drama,21650,Kevin Reynolds,107,36870000.00,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ who rose from the dead."
Rising Sun,1993, ,6.2,56,"Action, Crime, Drama",Action, Crime, Drama,38661,Philip Kaufman,125,63100000.00,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham."
Risky Business,1983, ,6.8,75,"Comedy, Crime, Drama",Comedy, Crime, Drama,71352,Paul Brickman,99,63500000.00,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand."
River of No Return,1954, ,6.7,,"Action, Adventure, Drama",Action, Adventure, Drama,9063,Otto Preminger,91,0.00,"The titular river unites a farmer recently released from prison, his young son, and an ambitious saloon singer. In order to survive, each must be purged of anger, and each must learn to understand and care for the others."
River's Edge,1986, ,7.1,73,"Crime, Drama",Crime, Drama,,13711,Tim Hunter,99,4600000.00,"A high school slacker commits a shocking act and proceeds to let his friends in on the secret. However, the friends' reaction is almost as ambiguous and perplexing as the crime itself."
Road House,1989,10000000.00,6.5,36,"Action, Thriller",Action, Thriller,,51422,Rowdy Herrington,114,30050000.00,A tough bouncer is hired to tame a dirty bar.
Road to Perdition,2002,80000000.00,7.7,72,"Crime, Drama, Thriller",Crime, Drama, Thriller,223378,Sam Mendes,117,104450000.00,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
Road Trip,2000,16000000.00,6.5,55,"Adventure, Comedy",Adventure, Comedy,,145575,Todd Phillips,93,68540000.00,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.
Roadkill,2001, ,6.6,75,"Mystery, Thriller",Mystery, Thriller,,58925,John Dahl,97,21970000.00,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer."
Rob Roy,1995,28000000.00,6.9,55,"Adventure, Biography, History",Adventure, Biography, History,37574,Michael Caton-Jones,139,31600000.00,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite."
Rob the Mob,2014, ,6.3,63,"Crime, Drama",Crime, Drama,,9906,Raymond De Felitta,104,210000.00,"A Queens couple who specialize in robbing mafia social clubs stumble upon a score bigger than they could ever imagine, becoming targets of both the mob and the FBI in the process."
Robin and Marian,1976, ,6.6,,"Adventure, Drama, Romance",Adventure, Drama, Romance,10017,Richard Lester,106,8720000.00,"Robin Hood, aging none too gracefully, returns exhausted from the Crusades to woo and win Maid Marian one last time."
Robin Hood,2010,210000000.00,6.7,53,"Action, Adventure, Drama",Action, Adventure, Drama,234091,Ridley Scott,140,105270000.00,"In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power."
Robin Hood,1973,,7.6,57,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,99166,Wolfgang Reitherman,83,32060000.00,The story of the legendary outlaw is portrayed with the characters as humanoid animals.
Robin Hood: Men in Tights,1993, ,6.7,44,"Adventure, Comedy, Musical",Adventure, Comedy, Musical,103516,Mel Brooks,104,35740000.00,A spoof of Robin Hood in general and Robin Hood: Prince of Thieves (1991) in particular.
Robin Hood: Prince of Thieves,1991,50000000.00,6.9,51,"Action, Adventure, Drama",Action, Adventure, Drama,161630,Kevin Reynolds,143,165500000.00,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw."
Robinson Crusoe,1997,13000000.00,5.9,,"Adventure, Drama",Adventure, Drama,,10893,Rod Hardy,87,0.00,Robinson Crusoe flees Britain on a ship after killing his friend over the love of Mary. A fierce ocean storm wrecks his ship and leaves him stranded by himself on an uncharted island. Left ...                See full summary?˜??
RoboCop,1987,,7.6,67,"Action, Crime, Sci-Fi",Action, Crime, Sci-Fi,208369,Paul Verhoeven,102,53420000.00,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
RoboCop,2014,120000000.00,6.2,52,"Action, Crime, Sci-Fi",Action, Crime, Sci-Fi,201457,Jos?? Padilha,117,58610000.00,"In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer."
RoboCop 2,1990, ,5.8,42,"Action, Crime, Sci-Fi",Action, Crime, Sci-Fi,73192,Irvin Kershner,117,45680000.00,"Cyborg law enforcer RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2."
RoboCop 3,1993,22000000.00,4,40,"Action, Crime, Sci-Fi",Action, Crime, Sci-Fi,40764,Fred Dekker,104,10700000.00,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land."
Robot & Frank,2012, ,7.1,67,"Comedy, Crime, Drama",Comedy, Crime, Drama,58036,Jake Schreier,89,3330000.00,"Set in the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team."
Robots,2005,80000000.00,6.3,64,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,118429,Chris Wedge,91,128200000.00,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management."
Rocco and His Brothers,1960, ,8.3,84,"Crime, Drama, Sport",Crime, Drama, Sport,13671,Luchino Visconti,177,0.00,"Having recently been uprooted to Milan, Rocco and his four brothers each look for a new way in life when a prostitute comes between Rocco and his brother Simone."
Rock 'n' Roll High School,1979, ,6.8,70,"Comedy, Music",Comedy, Music,,7710,Allan Arkush,93,0.00,"A group of rock-music-loving students, with the help of the Ramones, take over their school to combat its newly installed oppressive administration."
Rock of Ages,2012,70000000.00,5.9,47,"Comedy, Drama, Musical",Comedy, Drama, Musical,68455,Adam Shankman,123,38520000.00,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams."
Rock On!!,2008, ,7.8,,"Drama, Music",Drama, Music,,18531,Abhishek Kapoor,145,0.00,Four friends reunite to relive their moments of glory as a rock band.
Rock Star,2001,38000000.00,6.2,54,"Drama, Music",Drama, Music,,37962,Stephen Herek,105,17010000.00,Lead singer of a tribute band becomes lead singer of the real band he idolizes.
Rock the Kasbah,2015,15000000.00,5.5,29,"Comedy, Music, War",Comedy, Music, War,9002,Barry Levinson,106,2980000.00,"A down-on-his-luck music manager discovers a teenage girl with an extraordinary voice while on a music tour in Afghanistan and takes her to Kabul to compete on the popular television show, Afghan Star."
Rock-A-Doodle,1991, ,6,,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,7258,Don Bluth,77,11660000.00,"In order to defeat the Grand Duke of Owls, a young boy transformed into a cat teams up with a group of barnyard animals to find a rooster who can raise the sun."
Rocket Science,2007, ,6.7,73,"Comedy, Drama",Comedy, Drama,,12385,Jeffrey Blitz,101,710000.00,"Looking for answers to life's big questions, a stuttering boy joins his high school debate team."
Rocket Singh: Salesman of the Year,2009, ,7.5,,"Comedy, Drama",Comedy, Drama,,15457,Shimit Amin,150,0.00,"A story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way, and the way of his heart."
Rocketeer,1991, ,6.4,61,"Action, Adventure, Family",Action, Adventure, Family,47459,Joe Johnston,108,46700000.00,A young pilot stumbles onto a prototype jetpack that allows him to become a high flying masked hero.
RocketMan,1997,41000000.00,5.9,,"Comedy, Family, Sci-Fi",Comedy, Family, Sci-Fi,8188,Stuart Gillard,95,15450000.00,Fred Z. Randall is a geeky and obnoxious spacecraft designer who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there.
RocknRolla,2008,18000000.00,7.3,53,"Action, Crime, Thriller",Action, Crime, Thriller,215112,Guy Ritchie,114,5690000.00,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into...                See full summary?˜??"
Rockstar,2011, ,7.7,,"Drama, Music, Musical",Drama, Music, Musical,33082,Imtiaz Ali,159,990000.00,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer."
Rocky,1976, ,8.1,70,"Drama, Sport",Drama, Sport,,454014,John G. Avildsen,120,117240000.00,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.
Rocky Balboa,2006,24000000.00,7.2,63,"Drama, Sport",Drama, Sport,,183078,Sylvester Stallone,102,70270000.00,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon."
Rocky Handsome,2016, ,6.8,,"Action, Thriller",Action, Thriller,,6062,Nishikant Kamat,119,0.00,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
Rocky II,1979, ,7.2,61,"Drama, Sport",Drama, Sport,,163554,Sylvester Stallone,119,6390000.00,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
Rocky III,1982, ,6.8,57,"Drama, Sport",Drama, Sport,,147736,Sylvester Stallone,99,125050000.00,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
Rocky IV,1985, ,6.8,40,"Drama, Sport",Drama, Sport,,159528,Sylvester Stallone,91,127870000.00,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union."
Rocky V,1990, ,5.2,55,"Drama, Sport",Drama, Sport,,109734,John G. Avildsen,104,40950000.00,"Reluctantly retired from boxing, and back from riches to rags, Rocky takes on a new protege who betrays him, as the champ's son must adjust to his family's new life after bankruptcy."
Roger Dodger,2002, ,7,75,"Comedy, Drama",Comedy, Drama,,16136,Dylan Kidd,106,1270000.00,"After breaking up with his lover and boss, a smooth-talking man takes his teenaged nephew out on the town in search of sex."
Rogue,2007,23000000.00,6.2,,"Action, Adventure, Horror",Action, Adventure, Horror,24704,Greg McLean,99,10000.00,An American journalist on assignment in the Australian outback encounters a man-eating crocodile while trapped on a rapidly flooding mud island.
Rogue One,2016, ,7.8,65,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,447193,Gareth Edwards,133,532180000.00,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.
Rogue Trader,1999, ,6.3,,"Crime, Drama, History",Crime, Drama, History,8590,James Dearden,101,0.00,"The story of Nick Leeson, an ambitious investment broker who singlehandedly bankrupted one of the oldest and most important banks in Britain."
Rogues Gallery,2010, ,4.9,,"Action, Comedy",Action, Comedy,,9623,Fouad Mikati,87,0.00,A battle ensues among groups of government spy teams in an underground facility after their boss is assassinated.
Roja,1992, ,8.2,,"Action, Drama, Romance",Action, Drama, Romance,9562,Mani Ratnam,137,0.00,"A woman from a village in Tamil Nadu marries a sophisticated city dweller and moves with him to Kashmir, where all is rosy - until he gets kidnapped by militants."
Role Models,2008,28000000.00,6.9,61,Comedy,Comedy,,,208225,David Wain,99,67290000.00,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.
Roll Bounce,2005,10000000.00,6.1,59,"Comedy, Drama, Music",Comedy, Drama, Music,6039,Malcolm D. Lee,112,17380000.00,"In the summer of 1978, a teenager and his group of friends face new challenges when their neighborhood roller-skating rink closes, forcing them to visit a different rink."
Rollerball,2002,70000000.00,3,14,"Action, Sci-Fi, Sport",Action, Sci-Fi, Sport,23784,John McTiernan,98,18990000.00,The big thing in 2005 is a violent sport which can have some pretty serious consequences... like dying.
Rollerball,1975,,6.6,,"Action, Sci-Fi, Sport",Action, Sci-Fi, Sport,19861,Norman Jewison,125,30000000.00,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game."
Rolling Thunder,1977, ,7,,"Action, Drama, Crime",Action, Drama, Crime,6374,John Flynn,95,0.00,A returning war veteran loses his family to a violent home invasion and decides to seek and retaliate against those responsible.
Roma,1972,15000000.00,7.4,,"Comedy, Drama",Comedy, Drama,,9993,Federico Fellini,120,0.00,"A fluid, unconnected and sometimes chaotic procession of scenes detailing the various people and events of life in Italy's capital, most of it based on director Federico Fellini's life."
Roma citt?˜ aperta,1945, ,8.1,,"Drama, Thriller, War",Drama, Thriller, War,19595,Roberto Rossellini,103,0.00,"During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape."
Roman Holiday,1953, ,8.1,76,"Comedy, Romance",Comedy, Romance,,114567,William Wyler,118,0.00,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
"Roman J. Israel, Esq.",2017,22000000.00,6.4,58,"Crime, Drama",Crime, Drama,,19774,Dan Gilroy,122,11960000.00,"Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action."
Romance,1999, ,5.3,49,Drama,Drama,,,8900,Catherine Breillat,84,1280000.00,"When they must kissing would to being a sexual contact and he tried to rape her, In order to romantic of Marie doesn't help either."
Romance & Cigarettes,2005, ,6.3,55,"Comedy, Musical, Romance",Comedy, Musical, Romance,10758,John Turturro,105,540000.00,"A down-and-dirty musical set in the world of working-class New York, tells a story of a husband's journey into infidelity and redemption when he must choose between his seductive mistress and his beleaguered wife."
Romancing the Stone,1984, ,6.9,63,"Action, Adventure, Comedy",Action, Adventure, Comedy,73295,Robert Zemeckis,106,76570000.00,"A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue."
